timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1514403826.161965,-1.082944,1.480113,-0.545477,-0.030746,-0.384074,-0.082016,-0.079861,-0.995891,-0.042377,-0.005252,0.000377,0.003284,2.521667,-34.610199,-27.274231,,,,,,,1
1514403826.171975,-1.080063,1.480698,-0.552688,-0.031009,-0.456936,-0.081271,-0.079225,-0.995944,-0.042332,-0.014724,-0.005948,0.001118,2.463898,-34.499405,-27.452271,,,,,,,1
1514403826.181954,-1.075147,1.481240,-0.562392,-0.056710,-0.473784,-0.095297,-0.078540,-0.995992,-0.042464,-0.005292,0.002066,0.004851,2.463898,-34.499405,-27.452271,,,,,,,1
1514403826.191934,-1.068469,1.482061,-0.573732,-0.038420,-0.468049,-0.128397,-0.077538,-0.996066,-0.042594,-0.000693,0.008730,-0.008035,2.367035,-34.460159,-27.496887,,,,,,,1
1514403826.201915,-1.060470,1.483103,-0.586003,-0.040310,-0.414240,-0.146343,-0.076287,-0.996157,-0.042704,0.000374,0.003390,-0.008611,2.367035,-34.460159,-27.496887,,,,,,,1
1514403826.211895,-1.052984,1.484214,-0.597241,-0.028357,-0.363958,-0.145028,-0.075003,-0.996254,-0.042726,-0.003702,-0.002922,-0.012419,2.252258,-34.503136,-27.515991,,,,,,,1
1514403826.221874,-1.045350,1.485292,-0.608066,-0.024943,-0.305131,-0.139411,-0.073744,-0.996347,-0.042758,-0.007783,0.002282,-0.002576,1.798431,-34.492893,-27.516724,,,,,,,1
1514403826.231884,-1.038753,1.486429,-0.617185,-0.003272,-0.230267,-0.136899,-0.072481,-0.996443,-0.042667,-0.020903,0.008131,0.001529,1.798431,-34.492893,-27.516724,,,,,,,1
1514403826.241863,-1.032589,1.487513,-0.625096,-0.001972,-0.160792,-0.125890,-0.071287,-0.996534,-0.042558,-0.035708,0.006742,0.004564,1.868469,-34.330551,-27.607666,,,,,,,1
1514403826.251842,-1.025601,1.488656,-0.633334,0.000372,-0.116683,-0.140663,-0.070010,-0.996628,-0.042462,-0.046322,-0.003875,0.007138,1.868469,-34.330551,-27.607666,,,,,,,1
1514403826.261852,-1.014421,1.490173,-0.645537,-0.006944,-0.110550,-0.196268,-0.068245,-0.996752,-0.042442,-0.029351,-0.003859,0.013817,1.835938,-34.287102,-27.561035,,,,,,,1
1514403826.271831,-1.000035,1.492011,-0.661179,-0.007958,-0.118683,-0.228394,-0.066080,-0.996898,-0.042426,-0.009512,0.021251,0.008308,1.835938,-34.287102,-27.561035,,,,,,,1
1514403826.281810,-0.983520,1.493747,-0.678483,-0.018518,-0.071698,-0.214298,-0.063927,-0.997033,-0.042551,-0.013084,0.033151,0.014460,1.925598,-34.367523,-27.519714,,,,,,,1
1514403826.291820,-0.967893,1.495198,-0.694493,-0.020482,-0.006699,-0.188340,-0.062060,-0.997144,-0.042722,-0.033353,0.039472,0.008329,1.925598,-34.367523,-27.519714,,,,,,,1
1514403826.301799,-0.948791,1.497022,-0.712779,0.000387,0.097882,-0.244524,-0.059751,-0.997280,-0.042838,-0.036822,0.030773,0.007957,2.124786,-34.480854,-27.425537,,,,,,,1
1514403826.311779,-0.927497,1.498957,-0.733545,-0.011625,0.035764,-0.241615,-0.057275,-0.997421,-0.042938,0.017007,-0.030045,0.007782,2.124786,-34.480854,-27.425537,,,,,,,1
1514403826.321788,-0.905902,1.500441,-0.755187,-0.036514,-0.013899,-0.205514,-0.055168,-0.997526,-0.043250,0.013786,-0.022326,0.009742,2.132477,-34.573898,-27.602722,,,,,,,1
1514403826.331768,-0.881754,1.502026,-0.779491,-0.026735,-0.003737,-0.247166,-0.052884,-0.997636,-0.043562,-0.005756,0.031114,0.010832,2.132477,-34.573898,-27.602722,,,,,,,1
1514403826.341747,-0.854242,1.504025,-0.806744,-0.006215,0.032888,-0.268358,-0.050156,-0.997772,-0.043685,-0.007721,0.037292,0.009826,2.248596,-34.443420,-27.493469,,,,,,,1
1514403826.351757,-0.831493,1.505302,-0.829251,-0.031097,0.029521,-0.170014,-0.048204,-0.997856,-0.043953,-0.006880,0.012138,0.011315,2.248596,-34.443420,-27.493469,,,,,,,1
1514403826.361736,-0.813121,1.506041,-0.847181,-0.035434,0.041873,-0.131461,-0.046850,-0.997904,-0.044322,0.018728,0.018625,0.003230,2.548523,-34.377991,-27.584045,,,,,,,1
1514403826.371715,-0.795173,1.506764,-0.864914,-0.029103,0.016151,-0.132634,-0.045528,-0.997951,-0.044647,0.048870,0.025081,-0.003250,2.548523,-34.377991,-27.584045,,,,,,,1
1514403826.381725,-0.779211,1.507408,-0.880978,-0.027141,-0.018378,-0.114602,-0.044357,-0.997992,-0.044909,0.031311,0.013113,0.000064,2.618225,-34.135143,-27.627869,,,,,,,1
1514403826.391704,-0.764444,1.507906,-0.896094,-0.031536,-0.038881,-0.101866,-0.043340,-0.998023,-0.045196,0.002096,0.000052,0.016555,2.618225,-34.135143,-27.627869,,,,,,,1
1514403826.401683,-0.747969,1.508303,-0.913115,-0.047667,-0.064466,-0.106288,-0.042318,-0.998048,-0.045611,-0.010325,0.002961,0.025133,2.577911,-34.352753,-27.725342,,,,,,,1
1514403826.411693,-0.729828,1.508646,-0.932098,-0.057355,-0.085766,-0.112817,-0.041254,-0.998069,-0.046115,-0.016546,0.003761,0.024218,2.577911,-34.352753,-27.725342,,,,,,,1
1514403826.421672,-0.708972,1.508926,-0.953968,-0.071325,-0.110203,-0.123647,-0.040103,-0.998087,-0.046754,-0.014234,0.005380,0.017701,2.643829,-34.316647,-27.656128,,,,,,,1
1514403826.431652,-0.686529,1.509193,-0.977800,-0.073575,-0.145424,-0.132365,-0.038873,-0.998103,-0.047435,-0.001166,0.015147,0.002818,2.643829,-34.316647,-27.656128,,,,,,,1
1514403826.441661,-0.664373,1.509426,-1.001592,-0.071542,-0.170141,-0.127124,-0.037669,-0.998117,-0.048100,0.002818,0.014139,-0.009105,2.640106,-34.213715,-27.933228,,,,,,,1
1514403826.451641,-0.642299,1.509610,-1.025604,-0.073789,-0.200111,-0.128331,-0.036486,-0.998129,-0.048771,-0.003919,0.011267,-0.008770,2.640106,-34.213715,-27.933228,,,,,,,1
1514403826.461620,-0.618512,1.509837,-1.051678,-0.077103,-0.240571,-0.145632,-0.035184,-0.998143,-0.049439,-0.004519,0.017720,-0.009002,2.594452,-34.205765,-27.840393,,,,,,,1
1514403826.471599,-0.591771,1.510043,-1.081012,-0.087810,-0.255310,-0.161760,-0.033733,-0.998155,-0.050189,-0.008320,0.017366,-0.003385,2.594452,-34.205765,-27.840393,,,,,,,1
1514403826.481609,-0.561517,1.510299,-1.113448,-0.083279,-0.204668,-0.185057,-0.032063,-0.998171,-0.050969,-0.027706,0.009081,0.005864,2.460449,-34.328156,-27.833801,,,,,,,1
1514403826.491588,-0.526999,1.510670,-1.149616,-0.080844,-0.146448,-0.213671,-0.030097,-0.998193,-0.051723,-0.050347,0.003122,-0.002507,2.460449,-34.328156,-27.833801,,,,,,,1
1514403826.501567,-0.488098,1.511054,-1.189940,-0.083979,-0.141863,-0.235048,-0.027884,-0.998216,-0.052517,-0.052072,0.017366,-0.013813,2.770874,-34.106850,-27.939087,,,,,,,1
1514403826.511577,-0.447545,1.511423,-1.231932,-0.077528,-0.134327,-0.239282,-0.025574,-0.998238,-0.053275,-0.021164,0.028511,-0.030633,2.770874,-34.106850,-27.939087,,,,,,,1
1514403826.521556,-0.409544,1.511795,-1.271392,-0.058387,-0.153900,-0.223292,-0.023382,-0.998260,-0.053865,0.011770,0.017776,-0.028396,2.459076,-34.197487,-27.909607,,,,,,,1
1514403826.531536,-0.374316,1.512148,-1.308637,-0.048994,-0.210823,-0.214973,-0.021341,-0.998281,-0.054326,0.026285,0.003789,-0.021022,2.459076,-34.197487,-27.909607,,,,,,,1
1514403826.541545,-0.337979,1.512360,-1.346899,-0.060607,-0.173215,-0.220174,-0.019282,-0.998293,-0.054863,0.025569,0.002901,-0.002632,2.586273,-34.195911,-28.175659,,,,,,,1
1514403826.551525,-0.301146,1.512432,-1.385290,-0.062674,-0.147615,-0.211506,-0.017227,-0.998297,-0.055466,0.007278,0.011343,0.027496,2.586273,-34.195911,-28.175659,,,,,,,1
1514403826.561504,-0.268716,1.512419,-1.419406,-0.055380,-0.181194,-0.185973,-0.015423,-0.998297,-0.056007,-0.014362,0.002615,0.016289,2.520477,-34.273109,-28.052063,,,,,,,1
1514403826.571514,-0.238826,1.512329,-1.451319,-0.055455,-0.194159,-0.177475,-0.013764,-0.998291,-0.056532,-0.006057,-0.007477,0.001097,2.520477,-34.273109,-28.052063,,,,,,,1
1514403826.581493,-0.208974,1.512278,-1.482851,-0.040340,-0.160942,-0.182648,-0.012081,-0.998288,-0.056969,0.018032,0.001477,0.001152,2.514191,-34.056976,-28.216370,,,,,,,1
1514403826.591472,-0.178864,1.512444,-1.514692,-0.011483,-0.172786,-0.186928,-0.010331,-0.998298,-0.057142,0.014710,0.002677,-0.015825,2.514191,-34.056976,-28.216370,,,,,,,1
1514403826.601482,-0.149593,1.512635,-1.545785,-0.011516,-0.176100,-0.179455,-0.008626,-0.998309,-0.057232,-0.017741,0.003131,-0.023700,2.437775,-34.162666,-28.054443,,,,,,,1
1514403826.611461,-0.119251,1.512643,-1.577403,-0.026216,-0.105272,-0.184513,-0.006885,-0.998310,-0.057458,-0.032208,0.010318,-0.002417,2.437775,-34.162666,-28.054443,,,,,,,1
1514403826.621440,-0.086604,1.512633,-1.611092,-0.018692,-0.104073,-0.196260,-0.005006,-0.998309,-0.057660,-0.031737,0.017749,-0.001514,2.569122,-34.254753,-28.134277,,,,,,,1
1514403826.631450,-0.053654,1.512738,-1.644984,0.001721,-0.078473,-0.193971,-0.003098,-0.998315,-0.057689,-0.023116,0.012246,-0.009908,2.569122,-34.254753,-28.134277,,,,,,,1
1514403826.641429,-0.023987,1.512812,-1.675121,-0.002475,-0.037042,-0.167053,-0.001384,-0.998319,-0.057680,-0.004857,0.006895,0.001849,2.617401,-34.001389,-28.268555,,,,,,,1
1514403826.651409,0.006731,1.512799,-1.706150,-0.000189,-0.022683,-0.200142,0.000388,-0.998319,-0.057709,0.014886,0.007428,0.007065,2.617401,-34.001389,-28.268555,,,,,,,1
1514403826.661418,0.105681,1.513236,-1.802465,0.086831,0.376245,-0.576843,0.006041,-0.998344,-0.056952,-0.033812,0.045906,0.010489,2.721313,-34.302567,-28.221191,,,,,,,1
1514403826.671398,0.140646,1.513419,-1.832501,0.018516,0.500287,-0.063003,0.008003,-0.998354,-0.056525,-0.177528,0.066409,0.041419,2.721313,-34.302567,-28.221191,,,,,,,1
1514403826.681377,0.158258,1.513016,-1.847111,-0.041211,0.214351,-0.130701,0.009060,-0.998331,-0.056773,-0.000409,-0.027731,0.030573,3.152039,-34.386971,-28.011780,,,,,,,1
1514403826.691387,0.195887,1.512003,-1.884663,-0.064269,-0.031397,-0.250564,0.011387,-0.998272,-0.057387,0.186229,0.047528,-0.004869,3.152039,-34.386971,-28.011780,,,,,,,1
1514403826.701366,0.225898,1.511027,-1.915609,-0.057253,-0.101043,-0.171713,0.013323,-0.998214,-0.057973,0.097059,-0.021698,0.000066,3.232086,-34.178829,-28.100342,,,,,,,1
1514403826.711345,0.237324,1.510120,-1.928529,-0.078069,-0.164318,-0.080048,0.014199,-0.998160,-0.058703,-0.013162,-0.052469,0.021472,3.232086,-34.178829,-28.100342,,,,,,,1
1514403826.721355,0.244336,1.508710,-1.937626,-0.143521,-0.227053,-0.095418,0.014952,-0.998073,-0.059971,-0.011869,0.024837,0.020603,3.276184,-34.100399,-28.283325,,,,,,,1
1514403826.731334,0.243966,1.504607,-1.938968,-0.574132,-0.100826,-0.114864,0.015923,-0.997810,-0.063967,0.005516,0.118782,0.053912,3.276184,-34.100399,-28.283325,,,,,,,1
1514403826.741313,0.236434,1.500656,-1.933697,-0.290166,-0.206894,-0.037828,0.016367,-0.997541,-0.067930,-0.045710,0.406080,0.100675,3.156433,-33.864330,-28.426025,,,,,,,1
1514403826.751323,0.260849,1.499655,-1.956846,0.016862,0.214577,-0.243975,0.018278,-0.997471,-0.068476,-0.090376,-0.440487,-0.068533,3.156433,-33.864330,-28.426025,,,,,,,1
1514403826.761302,0.302704,1.499365,-1.998282,0.050295,-0.027130,-0.282432,0.021215,-0.997450,-0.067931,0.003367,-0.249285,-0.004121,3.338318,-33.814041,-28.414490,,,,,,,1
1514403826.771282,0.330876,1.498793,-2.027982,0.004686,-0.153309,-0.206065,0.023306,-0.997409,-0.067847,-0.007498,0.094378,-0.060113,3.338318,-33.814041,-28.414490,,,,,,,1
1514403826.781291,0.356874,1.497954,-2.055218,-0.017599,-0.116586,-0.221984,0.025355,-0.997348,-0.068005,0.013967,0.079471,0.011516,3.667358,-33.900978,-28.384277,,,,,,,1
1514403826.791271,0.384288,1.496823,-2.084234,-0.028413,-0.162328,-0.242530,0.027633,-0.997265,-0.068333,0.004029,-0.028873,0.022999,3.667358,-33.900978,-28.384277,,,,,,,1
1514403826.801250,0.411160,1.495739,-2.112692,-0.013389,-0.144280,-0.234936,0.029892,-0.997185,-0.068559,-0.025818,-0.038017,-0.004592,3.547668,-33.670601,-28.479004,,,,,,,1
1514403826.811260,0.437706,1.494827,-2.140304,0.007133,-0.083448,-0.223932,0.032088,-0.997116,-0.068566,-0.022368,0.007141,0.002267,3.547668,-33.670601,-28.479004,,,,,,,1
1514403826.821239,0.464483,1.493988,-2.167501,0.015911,-0.024570,-0.223653,0.034287,-0.997052,-0.068431,-0.013657,0.013531,0.009014,3.484772,-33.752171,-28.403259,,,,,,,1
,,,,,,,,,,,,,,,,33.823689,-116.547426,139.908218,-1.000000,-1.000000,1514403826.807097,1
1514403826.831218,0.491663,1.493002,-2.194746,0.005382,0.009933,-0.237422,0.036598,-0.996976,-0.068341,-0.006981,0.006192,0.009899,3.484772,-33.752171,-28.403259,,,,,,,1
1514403826.841228,0.519705,1.491748,-2.222765,-0.006360,0.003797,-0.255653,0.039122,-0.996877,-0.068375,-0.006133,0.013326,0.007370,3.426178,-33.927361,-28.398499,,,,,,,1
1514403826.851207,0.546195,1.490399,-2.249486,-0.007537,-0.020922,-0.249348,0.041619,-0.996770,-0.068466,-0.012658,0.013768,-0.004486,3.426178,-33.927361,-28.398499,,,,,,,1
1514403826.861187,0.571454,1.489193,-2.275208,0.013726,-0.047944,-0.237666,0.043986,-0.996672,-0.068405,-0.011622,-0.000169,-0.019607,3.650726,-33.848473,-28.512756,,,,,,,1
1514403826.871196,0.595615,1.488270,-2.300195,0.041353,-0.082616,-0.216381,0.046142,-0.996597,-0.068084,0.005234,-0.008027,-0.023682,3.650726,-33.848473,-28.512756,,,,,,,1
1514403826.881176,0.618061,1.487544,-2.323687,0.054061,-0.104334,-0.198272,0.048077,-0.996537,-0.067620,0.014789,-0.007354,-0.012458,3.867340,-33.833504,-28.751770,,,,,,,1
1514403826.891155,0.638652,1.486830,-2.345397,0.045492,-0.099121,-0.185428,0.049883,-0.996477,-0.067187,0.011243,-0.004454,0.009784,3.867340,-33.833504,-28.751770,,,,,,,1
1514403826.901165,0.657201,1.486041,-2.364635,0.031723,-0.054222,-0.174556,0.051601,-0.996410,-0.066873,0.000355,-0.004505,0.023996,3.908478,-33.809536,-28.548889,,,,,,,1
1514403826.911144,0.675041,1.485166,-2.382750,0.024400,-0.010244,-0.176512,0.053332,-0.996336,-0.066623,-0.004839,0.004622,0.028812,3.908478,-33.809536,-28.548889,,,,,,,1
1514403826.921123,0.692324,1.484187,-2.399908,0.015957,0.020852,-0.176388,0.055100,-0.996252,-0.066445,0.023651,0.025304,0.017220,3.964966,-33.784058,-28.654907,,,,,,,1
1514403826.931133,0.708588,1.483261,-2.416090,0.023362,0.007815,-0.164668,0.056775,-0.996171,-0.066243,0.056964,0.031663,-0.011806,3.964966,-33.784058,-28.654907,,,,,,,1
1514403826.941112,0.723217,1.482491,-2.431069,0.031666,-0.047091,-0.146716,0.058246,-0.996104,-0.065980,0.054639,0.014414,-0.034789,4.107574,-33.628563,-28.578247,,,,,,,1
1514403826.951091,0.736637,1.481913,-2.445332,0.046442,-0.086000,-0.125471,0.059513,-0.996052,-0.065619,0.026989,-0.003887,-0.032357,4.107574,-33.628563,-28.578247,,,,,,,1
1514403826.961101,0.748674,1.481694,-2.458406,0.069803,-0.109033,-0.092376,0.060447,-0.996033,-0.065058,-0.000449,-0.018524,-0.014700,4.066315,-33.777454,-28.397095,,,,,,,1
1514403826.971080,0.759564,1.481783,-2.470566,0.081462,-0.121179,-0.068879,0.061090,-0.996041,-0.064331,-0.007241,-0.017112,0.008163,4.066315,-33.777454,-28.397095,,,,,,,1
1514403826.981060,0.769470,1.481895,-2.481336,0.070917,-0.073065,-0.059056,0.061645,-0.996051,-0.063641,0.022095,0.000995,0.024533,4.246948,-33.735199,-28.397522,,,,,,,1
1514403826.991069,0.777600,1.482020,-2.489853,0.059279,-0.027193,-0.041757,0.062073,-0.996062,-0.063048,0.047836,0.011077,0.014434,4.246948,-33.735199,-28.397522,,,,,,,1
1514403827.001049,0.784930,1.482242,-2.497469,0.064573,-0.032743,-0.028938,0.062379,-0.996082,-0.062437,0.042938,0.017246,-0.008623,4.169342,-33.908142,-28.490906,,,,,,,1
1514403827.011028,0.791725,1.482661,-2.504596,0.079506,-0.026690,-0.005353,0.062505,-0.996119,-0.061719,0.039607,0.019587,-0.014804,4.169342,-33.908142,-28.490906,,,,,,,1
1514403827.021038,0.797695,1.483304,-2.510687,0.084876,-0.008732,0.011850,0.062415,-0.996175,-0.060899,0.023477,0.001455,0.003037,4.125366,-34.152412,-28.377808,,,,,,,1
1514403827.031017,0.803020,1.483947,-2.515917,0.076411,0.020134,0.018382,0.062279,-0.996231,-0.060122,0.005089,-0.005066,0.020739,4.125366,-34.152412,-28.377808,,,,,,,1
1514403827.040996,0.806335,1.484808,-2.518694,0.081798,0.058155,0.057067,0.061857,-0.996305,-0.059320,0.002367,-0.004473,0.018060,3.953430,-34.011902,-28.328674,,,,,,,1
1514403827.051006,0.808616,1.486184,-2.520422,0.115890,0.049960,0.098804,0.060997,-0.996422,-0.058229,0.003990,-0.014182,-0.006133,3.953430,-34.011902,-28.328674,,,,,,,1
1514403827.060985,0.809823,1.488008,-2.521444,0.134858,0.001150,0.138195,0.059749,-0.996575,-0.056899,0.014745,-0.017768,-0.028306,4.039734,-34.268284,-28.197083,,,,,,,1
1514403827.070964,0.806818,1.490141,-2.518850,0.130251,-0.057236,0.179640,0.058039,-0.996749,-0.055604,0.037924,-0.006287,-0.028853,4.039734,-34.268284,-28.197083,,,,,,,1
1514403827.080944,0.800816,1.492476,-2.513891,0.138473,-0.130423,0.202858,0.056027,-0.996935,-0.054326,0.066699,0.007280,-0.030742,3.893677,-34.213314,-28.147156,,,,,,,1
1514403827.090953,0.792949,1.495177,-2.507776,0.163819,-0.192049,0.237924,0.053674,-0.997142,-0.052869,0.075706,0.006770,-0.037982,3.893677,-34.213314,-28.147156,,,,,,,1
1514403827.100933,0.781253,1.498167,-2.498232,0.158251,-0.229905,0.266624,0.050945,-0.997364,-0.051369,0.045048,-0.004818,-0.022620,3.544647,-34.240547,-28.158081,,,,,,,1
1514403827.110912,0.766316,1.500808,-2.485474,0.113433,-0.216557,0.243074,0.048339,-0.997552,-0.050220,0.010499,0.008004,0.007755,3.544647,-34.240547,-28.158081,,,,,,,1
1514403827.120922,0.747954,1.503027,-2.468990,0.076109,-0.190586,0.234567,0.045898,-0.997705,-0.049471,-0.001632,0.025353,0.025454,3.364014,-34.258942,-27.967468,,,,,,,1
1514403827.130901,0.726606,1.505128,-2.449246,0.068730,-0.154233,0.242203,0.043433,-0.997845,-0.048865,-0.003073,0.021999,0.024924,3.364014,-34.258942,-27.967468,,,,,,,1
