timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1514403880.322475,-1.213335,1.547943,2.939286,-0.003945,0.002695,-0.006449,-0.021369,-0.999739,-0.007982,0.003486,0.004027,0.007600,-33.746078,-42.585228,38.211884,,,,,,,1
1514403880.332454,-1.213525,1.547880,2.939506,-0.001820,0.011026,0.010705,-0.021431,-0.999737,-0.008000,0.004173,0.005032,0.007451,-33.822235,-42.604523,38.132782,,,,,,,1
1514403880.342464,-1.213275,1.547866,2.939377,0.000341,0.005880,-0.005358,-0.021437,-0.999737,-0.008008,-0.008805,0.003048,0.006208,-33.822235,-42.604523,38.132782,,,,,,,1
1514403880.352443,-1.211103,1.547936,2.937316,-0.002837,0.013405,-0.006400,-0.021355,-0.999739,-0.008031,-0.007957,0.006956,0.006551,-33.851379,-42.460606,38.196564,,,,,,,1
1514403880.362423,-1.209439,1.547997,2.935746,-0.000713,0.006995,-0.008563,-0.021287,-0.999740,-0.008046,-0.003829,0.003585,0.006596,-33.851379,-42.460606,38.196564,,,,,,,1
1514403880.372432,-1.207618,1.548082,2.933915,-0.001818,-0.002641,-0.008608,-0.021191,-0.999742,-0.008053,0.002423,0.003709,0.006726,-33.961624,-42.602512,38.024353,,,,,,,1
1514403880.382412,-1.206197,1.548103,2.932488,-0.001817,0.001572,-0.003242,-0.021160,-0.999743,-0.008076,0.002056,0.003450,0.007847,-33.961624,-42.602512,38.024353,,,,,,,1
1514403880.392391,-1.205505,1.548146,2.931830,0.000325,0.001578,-0.004307,-0.021112,-0.999743,-0.008074,0.001413,0.004703,0.009036,-33.786377,-42.551949,38.049042,,,,,,,1
1514403880.402401,-1.204265,1.548192,2.930596,-0.001815,-0.000547,-0.005390,-0.021056,-0.999745,-0.008083,0.000960,0.006031,0.006603,-33.786377,-42.551949,38.049042,,,,,,,1
1514403880.412380,-1.202355,1.548252,2.928649,-0.001824,-0.003746,-0.006474,-0.020984,-0.999746,-0.008101,-0.000469,0.005239,0.007171,-33.710648,-42.410080,38.197784,,,,,,,1
1514403880.422359,-1.200884,1.548299,2.927077,-0.001861,-0.012309,-0.006513,-0.020926,-0.999747,-0.008114,-0.001169,0.005072,0.008938,-33.710648,-42.410080,38.197784,,,,,,,1
1514403880.432369,-1.198774,1.548377,2.924831,-0.002929,-0.013347,-0.008658,-0.020840,-0.999749,-0.008132,-0.001713,0.004433,0.009123,-33.627838,-42.489845,38.162720,,,,,,,1
1514403880.442348,-1.196147,1.548474,2.922110,-0.001825,-0.006883,-0.011836,-0.020725,-0.999751,-0.008150,-0.003979,0.005381,0.007997,-33.627838,-42.489845,38.162720,,,,,,,1
1514403880.452327,-1.193767,1.548593,2.919681,-0.000739,-0.002603,-0.011815,-0.020601,-0.999754,-0.008157,-0.002318,0.005170,0.005029,-33.835205,-42.581890,38.274658,,,,,,,1
1514403880.462337,-1.191762,1.548695,2.917657,-0.000732,-0.001553,-0.010740,-0.020488,-0.999756,-0.008160,0.001185,0.003937,0.005322,-33.835205,-42.581890,38.274658,,,,,,,1
1514403880.472316,-1.190493,1.548780,2.916332,0.000313,-0.005885,-0.007549,-0.020402,-0.999758,-0.008156,0.002762,0.003633,0.003502,-33.844971,-42.711639,38.152252,,,,,,,1
1514403880.482296,-1.189925,1.548833,2.915705,0.000299,-0.006981,-0.005415,-0.020348,-0.999759,-0.008148,0.005074,0.006671,0.000808,-33.844971,-42.711639,38.152252,,,,,,,1
1514403880.492305,-1.190898,1.548871,2.916532,0.002402,-0.014530,-0.002236,-0.020328,-0.999760,-0.008117,0.006595,0.006474,0.001555,-33.608170,-42.721256,38.111450,,,,,,,1
1514403880.502285,-1.191235,1.548900,2.916726,0.000269,-0.013436,-0.003305,-0.020307,-0.999760,-0.008101,0.002073,0.002019,0.008574,-33.608170,-42.721256,38.111450,,,,,,,1
1514403880.512264,-1.188924,1.548967,2.914365,-0.002879,-0.001554,-0.009675,-0.020228,-0.999762,-0.008123,-0.006627,0.003851,0.012487,-33.734314,-42.684364,38.208099,,,,,,,1
1514403880.522274,-1.186406,1.549071,2.911913,-0.002841,0.007044,-0.011776,-0.020118,-0.999764,-0.008138,-0.009667,0.005501,0.012349,-33.734314,-42.684364,38.208099,,,,,,,1
1514403880.532253,-1.183866,1.549162,2.909458,-0.001772,0.009139,-0.008556,-0.020012,-0.999766,-0.008154,-0.002434,0.003688,0.009467,-33.629837,-42.619274,38.116852,,,,,,,1
1514403880.542232,-1.183134,1.549212,2.908792,0.000339,0.004807,-0.005363,-0.019958,-0.999767,-0.008149,0.004913,0.003933,0.005876,-33.629837,-42.619274,38.116852,,,,,,,1
1514403880.552242,-1.182345,1.549252,2.907998,-0.000751,-0.000545,-0.005388,-0.019913,-0.999768,-0.008149,0.003373,0.003689,0.005418,-33.537201,-42.606285,38.109406,,,,,,,1
1514403880.562221,-1.181363,1.549327,2.907016,0.001405,0.001615,-0.007514,-0.019835,-0.999770,-0.008140,-0.001359,0.003157,0.006050,-33.537201,-42.606285,38.109406,,,,,,,1
1514403880.572200,-1.181079,1.549411,2.906731,0.004606,-0.000540,-0.007518,-0.019757,-0.999771,-0.008115,-0.001712,0.004914,0.003339,-33.851212,-42.874687,38.137543,,,,,,,1
1514403880.582210,-1.181061,1.549466,2.906703,0.002456,-0.002688,-0.006462,-0.019697,-0.999772,-0.008090,0.000669,0.004610,0.003192,-33.851212,-42.874687,38.137543,,,,,,,1
1514403880.592189,-1.181392,1.549507,2.907005,0.001380,-0.002713,-0.004325,-0.019664,-0.999773,-0.008069,0.002467,0.003100,0.005933,-33.723907,-42.367271,38.182465,,,,,,,1
1514403880.602169,-1.181976,1.549551,2.907575,0.001384,-0.000583,-0.003246,-0.019632,-0.999774,-0.008043,-0.000159,0.004779,0.004930,-33.723907,-42.367271,38.182465,,,,,,,1
1514403880.612178,-1.182913,1.549583,2.908531,0.003534,0.003664,-0.001084,-0.019612,-0.999775,-0.008013,0.000172,0.005879,0.007387,-33.675262,-42.486889,38.131042,,,,,,,1
1514403880.622158,-1.183083,1.549602,2.908702,0.001381,-0.001674,-0.002181,-0.019593,-0.999775,-0.008001,0.002091,0.003605,0.008902,-33.675262,-42.486889,38.131042,,,,,,,1
1514403880.632137,-1.183123,1.549616,2.908742,-0.000754,-0.000594,-0.002180,-0.019580,-0.999776,-0.007995,0.000552,0.003301,0.007019,-33.556335,-42.342644,38.127991,,,,,,,1
1514403880.642147,-1.182748,1.549627,2.908380,-0.000755,0.001541,-0.001101,-0.019570,-0.999776,-0.008000,-0.000999,0.005818,0.005818,-33.556335,-42.342644,38.127991,,,,,,,1
1514403880.652126,-1.184791,1.549602,2.910439,0.003509,0.001452,0.004254,-0.019608,-0.999775,-0.007969,0.001450,0.004231,0.005359,-33.746109,-42.546139,38.057281,,,,,,,1
1514403880.662105,-1.186413,1.549558,2.912033,0.000278,-0.004965,0.004220,-0.019661,-0.999774,-0.007953,0.003944,0.003391,0.005695,-33.746109,-42.546139,38.057281,,,,,,,1
1514403880.672115,-1.188734,1.549541,2.914337,0.004589,0.002530,0.003192,-0.019696,-0.999774,-0.007914,0.000211,0.003741,0.006739,-33.830078,-42.539917,38.136047,,,,,,,1
1514403880.682094,-1.189943,1.549548,2.915629,0.001406,0.006886,-0.001073,-0.019701,-0.999774,-0.007888,-0.003416,0.004733,0.008743,-33.830078,-42.539917,38.136047,,,,,,,1
1514403880.692073,-1.189709,1.549565,2.915426,-0.000735,0.005838,-0.002151,-0.019685,-0.999775,-0.007887,-0.003555,0.006931,0.008879,-33.913513,-42.524487,38.181061,,,,,,,1
1514403880.702083,-1.189573,1.549578,2.915342,0.000325,0.003676,-0.001089,-0.019672,-0.999775,-0.007885,-0.000943,0.003880,0.009442,-33.913513,-42.524487,38.181061,,,,,,,1
1514403880.712062,-1.189482,1.549572,2.915267,-0.000763,0.000438,0.001034,-0.019677,-0.999775,-0.007889,0.001534,0.003452,0.005844,-33.905350,-42.614796,37.969299,,,,,,,1
1514403880.722042,-1.189319,1.549543,2.915075,-0.002925,-0.003866,0.003150,-0.019704,-0.999774,-0.007904,0.002202,0.004474,0.004562,-33.905350,-42.614796,37.969299,,,,,,,1
1514403880.732051,-1.189300,1.549499,2.915020,-0.002928,-0.003880,0.004219,-0.019740,-0.999773,-0.007919,0.002513,0.004244,0.006103,-33.842865,-42.691154,38.120239,,,,,,,1
1514403880.742031,-1.188743,1.549447,2.914445,-0.002915,-0.000686,0.005303,-0.019785,-0.999772,-0.007950,0.000971,0.003266,0.007156,-33.842865,-42.691154,38.120239,,,,,,,1
1514403880.752010,-1.188123,1.549385,2.913806,-0.002924,-0.003885,0.004219,-0.019838,-0.999771,-0.007985,0.000353,0.003952,0.007405,-33.608383,-42.704147,38.016937,,,,,,,1
1514403880.762020,-1.187962,1.549297,2.913619,-0.004002,-0.002849,0.007431,-0.019914,-0.999769,-0.008020,0.002230,0.004530,0.006860,-33.608383,-42.704147,38.016937,,,,,,,1
1514403880.771999,-1.188180,1.549223,2.913803,-0.002933,-0.003910,0.006358,-0.019986,-0.999767,-0.008043,0.001934,0.004116,0.005525,-33.742172,-42.606064,38.116943,,,,,,,1
1514403880.781978,-1.187339,1.549158,2.912916,-0.005066,-0.004931,0.003141,-0.020034,-0.999766,-0.008082,-0.000581,0.004069,0.006770,-33.742172,-42.606064,38.116943,,,,,,,1
1514403880.791988,-1.186886,1.549120,2.912432,-0.002915,-0.001726,0.003159,-0.020070,-0.999765,-0.008107,-0.003047,0.005991,0.005208,-33.960083,-42.507332,38.179779,,,,,,,1
1514403880.801967,-1.187275,1.549102,2.912776,0.000290,-0.004925,0.001012,-0.020089,-0.999765,-0.008106,-0.002723,0.006463,0.003116,-33.960083,-42.507332,38.179779,,,,,,,1
1514403880.811946,-1.187789,1.549101,2.913185,-0.000805,-0.012404,-0.000093,-0.020098,-0.999765,-0.008098,0.000567,0.004678,0.003901,-33.908463,-42.575371,38.145752,,,,,,,1
1514403880.821956,-1.187627,1.549108,2.912908,0.000271,-0.010265,-0.000082,-0.020092,-0.999765,-0.008099,-0.000797,0.004541,0.005871,-33.908463,-42.575371,38.145752,,,,,,,1
1514403880.831935,-1.187534,1.549141,2.912727,-0.000779,-0.008061,-0.004352,-0.020065,-0.999766,-0.008090,-0.004288,0.004236,0.008670,-33.682526,-42.533756,38.081970,,,,,,,1
1514403880.841915,-1.186066,1.549200,2.911198,-0.000757,-0.004823,-0.006477,-0.020000,-0.999767,-0.008098,-0.004308,0.004116,0.008159,-33.682526,-42.533756,38.081970,,,,,,,1
1514403880.851924,-1.184902,1.549268,2.909995,0.000320,-0.003741,-0.007540,-0.019929,-0.999768,-0.008096,-0.002166,0.004788,0.006586,-33.755844,-42.707474,38.136505,,,,,,,1
1514403880.861904,-1.184080,1.549319,2.909119,-0.000768,-0.004846,-0.004338,-0.019876,-0.999769,-0.008094,0.001153,0.003752,0.004630,-33.755844,-42.707474,38.136505,,,,,,,1
1514403880.871883,-1.183699,1.549339,2.908696,-0.000769,-0.002747,-0.001120,-0.019851,-0.999770,-0.008093,0.002303,0.003478,0.005148,-33.762131,-42.637215,38.072723,,,,,,,1
1514403880.881893,-1.182729,1.549344,2.907707,-0.002896,-0.001641,-0.003258,-0.019836,-0.999770,-0.008109,0.002838,0.004012,0.007468,-33.762131,-42.637215,38.072723,,,,,,,1
1514403880.891872,-1.181456,1.549337,2.906450,-0.002892,0.001529,-0.000035,-0.019830,-0.999770,-0.008136,0.000162,0.004271,0.008594,-33.808685,-42.394180,38.176941,,,,,,,1
1514403880.901851,-1.181194,1.549353,2.906228,-0.000731,0.005833,-0.002151,-0.019815,-0.999770,-0.008136,-0.003272,0.004683,0.008548,-33.808685,-42.394180,38.176941,,,,,,,1
1514403880.911861,-1.180014,1.549367,2.905094,-0.002875,0.004771,-0.002159,-0.019795,-0.999770,-0.008155,-0.001872,0.004501,0.008216,-33.697266,-42.626976,38.129425,,,,,,,1
1514403880.921840,-1.178142,1.549367,2.903205,-0.006108,-0.001661,-0.001124,-0.019787,-0.999770,-0.008195,0.000744,0.003707,0.007203,-33.697266,-42.626976,38.129425,,,,,,,1
1514403880.931819,-1.177111,1.549370,2.902183,-0.000739,0.003674,-0.001091,-0.019777,-0.999770,-0.008215,0.000978,0.004211,0.006277,-33.481567,-42.468700,38.042572,,,,,,,1
1514403880.941829,-1.176275,1.549368,2.901411,-0.001804,0.006881,-0.000009,-0.019770,-0.999770,-0.008231,-0.000356,0.004791,0.004981,-33.481567,-42.468700,38.042572,,,,,,,1
1514403880.951809,-1.176523,1.549357,2.901716,0.000326,0.005773,0.002129,-0.019785,-0.999770,-0.008232,0.001291,0.005095,0.003425,-33.501251,-42.655464,38.294342,,,,,,,1
1514403880.961788,-1.177507,1.549343,2.902701,0.000296,-0.001723,0.002095,-0.019809,-0.999770,-0.008219,0.001270,0.004973,0.004236,-33.501251,-42.655464,38.294342,,,,,,,1
1514403880.971798,-1.177211,1.549361,2.902387,-0.000757,0.000467,-0.001105,-0.019798,-0.999770,-0.008221,-0.001579,0.003783,0.007184,-33.825699,-42.610199,38.093689,,,,,,,1
1514403880.981777,-1.176746,1.549374,2.901919,-0.000758,-0.000590,-0.002180,-0.019778,-0.999771,-0.008224,-0.003033,0.004028,0.008254,-33.825699,-42.610199,38.093689,,,,,,,1
1514403880.991756,-1.175292,1.549430,2.900427,-0.000759,-0.004803,-0.007547,-0.019715,-0.999772,-0.008231,-0.003768,0.006501,0.007422,-33.691452,-42.629066,38.069122,,,,,,,1
1514403881.001766,-1.173396,1.549521,2.898524,-0.001800,0.000583,-0.009663,-0.019618,-0.999774,-0.008234,-0.005833,0.004748,0.008372,-33.691452,-42.629066,38.069122,,,,,,,1
1514403881.011745,-1.169712,1.549627,2.894846,-0.002861,0.000630,-0.012874,-0.019489,-0.999776,-0.008265,-0.004955,0.004949,0.009333,-33.649246,-42.714828,38.143158,,,,,,,1
1514403881.021724,-1.165967,1.549735,2.891121,-0.004995,0.001708,-0.012873,-0.019361,-0.999778,-0.008296,-0.002474,0.005577,0.009059,-33.649246,-42.714828,38.143158,,,,,,,1
1514403881.031734,-1.161666,1.549836,2.886826,-0.003932,0.000618,-0.011806,-0.019232,-0.999780,-0.008339,-0.000422,0.004114,0.008598,-33.822983,-42.507416,37.967163,,,,,,,1
1514403881.041713,-1.157035,1.549901,2.882189,-0.006091,-0.001538,-0.009681,-0.019135,-0.999782,-0.008402,0.001984,0.003429,0.007609,-33.822983,-42.507416,37.967163,,,,,,,1
1514403881.051693,-1.153269,1.549949,2.878408,-0.006100,-0.001581,-0.006472,-0.019056,-0.999783,-0.008453,0.003141,0.003750,0.005112,-33.813309,-42.697517,38.058411,,,,,,,1
1514403881.061702,-1.150140,1.550015,2.875239,-0.003962,-0.003703,-0.008617,-0.018972,-0.999784,-0.008487,0.002172,0.005186,0.001697,-33.813309,-42.697517,38.058411,,,,,,,1
1514403881.071682,-1.147755,1.550052,2.872802,-0.003976,-0.005874,-0.006488,-0.018916,-0.999785,-0.008516,0.002695,0.005995,0.001986,-33.888748,-42.835976,38.172180,,,,,,,1
1514403881.081661,-1.144524,1.550095,2.869474,-0.005055,-0.010144,-0.007578,-0.018850,-0.999786,-0.008560,0.000478,0.005447,0.005997,-33.888748,-42.835976,38.172180,,,,,,,1
1514403881.091671,-1.142320,1.550151,2.867217,-0.001818,-0.002659,-0.007539,-0.018778,-0.999787,-0.008577,-0.003652,0.005204,0.007372,-33.757797,-42.731644,38.013367,,,,,,,1
1514403881.101650,-1.138240,1.550226,2.863095,-0.005027,-0.004728,-0.011832,-0.018673,-0.999788,-0.008622,-0.003758,0.004656,0.009797,-33.757797,-42.731644,38.013367,,,,,,,1
1514403881.111629,-1.133778,1.550331,2.858601,-0.002872,-0.001508,-0.012884,-0.018540,-0.999791,-0.008661,-0.004348,0.004078,0.010766,-33.746948,-42.715466,38.062073,,,,,,,1
1514403881.121639,-1.128812,1.550437,2.853657,-0.004989,0.002794,-0.013937,-0.018399,-0.999793,-0.008707,-0.004077,0.003546,0.010217,-33.746948,-42.715466,38.062073,,,,,,,1
1514403881.131618,-1.123614,1.550551,2.848490,-0.004989,0.002794,-0.013937,-0.018253,-0.999795,-0.008754,-0.002178,0.003930,0.008632,-33.783722,-42.592140,38.281769,,,,,,,1
1514403881.141597,-1.118883,1.550653,2.843768,-0.005002,0.000641,-0.012878,-0.018124,-0.999797,-0.008798,0.001049,0.003246,0.008126,-33.783722,-42.592140,38.281769,,,,,,,1
1514403881.151607,-1.113862,1.550730,2.838728,-0.007161,-0.003650,-0.011831,-0.018005,-0.999799,-0.008852,0.000777,0.004666,0.007173,-33.426514,-42.787506,38.220490,,,,,,,1
1514403881.161586,-1.108839,1.550820,2.833682,-0.005007,-0.000413,-0.013952,-0.017882,-0.999801,-0.008903,-0.000612,0.005507,0.004341,-33.426514,-42.787506,38.220490,,,,,,,1
1514403881.171566,-1.105051,1.550908,2.829882,-0.003950,-0.001531,-0.010747,-0.017772,-0.999802,-0.008933,0.001277,0.004899,0.001929,-33.558655,-42.627701,38.232513,,,,,,,1
1514403881.181575,-1.100850,1.550975,2.825607,-0.005047,-0.007967,-0.009708,-0.017673,-0.999804,-0.008976,0.001727,0.005083,0.002277,-33.558655,-42.627701,38.232513,,,,,,,1
1514403881.191555,-1.097962,1.551031,2.822675,-0.002898,-0.004777,-0.008620,-0.017590,-0.999805,-0.008998,0.002225,0.004459,0.004451,-33.784332,-42.822399,38.086761,,,,,,,1
1514403881.201534,-1.096033,1.551070,2.820691,-0.001834,-0.004845,-0.004340,-0.017539,-0.999805,-0.009015,0.001503,0.003544,0.005780,-33.784332,-42.822399,38.086761,,,,,,,1
1514403881.211544,-1.093373,1.551112,2.818009,-0.003949,-0.000509,-0.007533,-0.017471,-0.999806,-0.009038,-0.000015,0.003636,0.006673,-33.779419,-42.730881,38.121643,,,,,,,1
1514403881.221523,-1.089658,1.551181,2.814302,-0.003935,0.002737,-0.009658,-0.017380,-0.999808,-0.009073,-0.002381,0.006720,0.007837,-33.779419,-42.730881,38.121643,,,,,,,1
1514403881.231502,-1.086231,1.551258,2.810916,-0.001788,0.004871,-0.009644,-0.017283,-0.999809,-0.009098,-0.002645,0.004570,0.008900,-33.541580,-42.737961,38.154572,,,,,,,1
1514403881.241500,-1.082265,1.551328,2.806931,-0.005033,-0.003698,-0.008619,-0.017187,-0.999811,-0.009135,0.000250,0.002343,0.006480,-33.541580,-42.737961,38.154572,,,,,,,1
1514403881.251479,-1.077468,1.551385,2.802109,-0.005020,-0.001527,-0.010748,-0.017090,-0.999812,-0.009189,-0.000396,0.004008,0.006992,-33.652603,-42.646862,38.112366,,,,,,,1
1514403881.261458,-1.073450,1.551471,2.798097,-0.002864,0.002749,-0.010725,-0.016977,-0.999813,-0.009216,-0.001883,0.004330,0.006302,-33.652603,-42.646862,38.112366,,,,,,,1
1514403881.271468,-1.069181,1.551547,2.793864,-0.005008,0.001687,-0.010734,-0.016874,-0.999815,-0.009254,-0.000658,0.005903,0.004478,-33.416245,-42.707615,38.138550,,,,,,,1
1514403881.281447,-1.064533,1.551587,2.789211,-0.006096,-0.001568,-0.007542,-0.016793,-0.999816,-0.009311,0.002862,0.007109,0.003360,-33.416245,-42.707615,38.138550,,,,,,,1
1514403881.291427,-1.061061,1.551614,2.785759,-0.005011,0.004811,-0.004302,-0.016740,-0.999816,-0.009358,0.003022,0.003829,0.005360,-33.665207,-42.721386,38.179382,,,,,,,1
1514403881.301436,-1.057609,1.551634,2.782356,-0.004998,0.005908,-0.006436,-0.016687,-0.999816,-0.009404,0.000177,0.002639,0.008473,-33.665207,-42.721386,38.179382,,,,,,,1
1514403881.311416,-1.052666,1.551661,2.777525,-0.008179,0.013418,-0.006408,-0.016624,-0.999817,-0.009477,-0.001061,0.006027,0.007738,-33.708527,-42.737831,38.167297,,,,,,,1
1514403881.321395,-1.045946,1.551656,2.770924,-0.011395,0.012362,-0.006419,-0.016570,-0.999817,-0.009594,-0.000795,0.006836,0.006054,-33.708527,-42.737831,38.167297,,,,,,,1
1514403881.331405,-1.040302,1.551641,2.765439,-0.010315,0.016614,-0.004259,-0.016521,-0.999817,-0.009691,0.000514,0.005523,0.005830,-33.727417,-42.769676,38.127716,,,,,,,1
1514403881.341384,-1.034178,1.551612,2.759446,-0.012479,0.011236,-0.002147,-0.016489,-0.999816,-0.009808,0.000330,0.004668,0.008114,-33.727417,-42.769676,38.127716,,,,,,,1
1514403881.351363,-1.029482,1.551569,2.754833,-0.008221,0.007963,0.001054,-0.016483,-0.999815,-0.009910,0.001453,-0.000215,0.010825,-33.697845,-42.664978,38.194305,,,,,,,1
1514403881.361373,-1.025515,1.551482,2.750877,-0.010399,0.000450,0.003156,-0.016513,-0.999813,-0.010017,0.004626,0.002987,0.008873,-33.697845,-42.664978,38.194305,,,,,,,1
1514403881.371352,-1.020351,1.551418,2.745666,-0.011478,-0.005900,-0.002223,-0.016511,-0.999812,-0.010133,0.000032,0.007442,0.005693,-33.581451,-42.762974,37.984009,,,,,,,1
1514403881.381331,-1.014383,1.551429,2.739676,-0.010375,-0.001533,-0.008619,-0.016441,-0.999812,-0.010226,-0.006661,0.004634,0.005557,-33.581451,-42.762974,37.984009,,,,,,,1
1514403881.391341,-1.005823,1.551504,2.731049,-0.010369,-0.006759,-0.018268,-0.016286,-0.999814,-0.010324,-0.012141,0.006787,0.007577,-33.548264,-42.778992,38.127838,,,,,,,1
1514403881.401320,-0.996548,1.551654,2.721717,-0.008206,-0.005631,-0.023607,-0.016068,-0.999817,-0.010396,-0.010406,0.006210,0.009511,-33.548264,-42.778992,38.127838,,,,,,,1
1514403881.411300,-0.983400,1.551885,2.708376,-0.008241,-0.023681,-0.035454,-0.015743,-0.999821,-0.010482,-0.009876,0.003956,0.009841,-33.538376,-42.726517,38.094147,,,,,,,1
1514403881.421309,-0.966878,1.552183,2.691541,-0.009316,-0.032118,-0.045119,-0.015322,-0.999827,-0.010571,-0.011198,0.004450,0.010372,-33.538376,-42.726517,38.094147,,,,,,,1
1514403881.431289,-0.943783,1.552560,2.668122,-0.014623,-0.031895,-0.060102,-0.014768,-0.999834,-0.010700,-0.015872,0.004396,0.012760,-33.591003,-42.783627,38.136749,,,,,,,1
1514403881.441268,-0.914281,1.553050,2.638329,-0.015652,-0.029556,-0.073998,-0.014063,-0.999843,-0.010836,-0.020864,0.006404,0.012515,-33.591003,-42.783627,38.136749,,,,,,,1
1514403881.451278,-0.878980,1.553599,2.602725,-0.014558,-0.031545,-0.085771,-0.013241,-0.999852,-0.010969,-0.019107,0.006093,0.011564,-33.480606,-42.787609,38.017456,,,,,,,1
1514403881.461257,-0.838487,1.554195,2.561868,-0.013495,-0.037871,-0.093285,-0.012347,-0.999862,-0.011101,-0.014020,0.005172,0.011025,-33.480606,-42.787609,38.017456,,,,,,,1
1514403881.471267,-0.793272,1.554773,2.516260,-0.014560,-0.038895,-0.096500,-0.011405,-0.999872,-0.011227,-0.010445,0.003885,0.011456,-33.532486,-43.033516,38.113098,,,,,,,1
1514403881.481246,-0.741355,1.555337,2.463953,-0.016673,-0.037752,-0.101846,-0.010418,-0.999880,-0.011379,-0.008686,0.004306,0.009609,-33.532486,-43.033516,38.113098,,,,,,,1
1514403881.491225,-0.684539,1.555895,2.406767,-0.013443,-0.034509,-0.105035,-0.009394,-0.999889,-0.011509,-0.007010,0.007259,0.008244,-33.238495,-43.052086,37.967316,,,,,,,1
1514403881.501235,-0.623199,1.556395,2.345138,-0.013417,-0.024875,-0.103922,-0.008366,-0.999896,-0.011640,-0.006297,0.004596,0.006177,-33.238495,-43.052086,37.967316,,,,,,,1
1514403881.511214,-0.558601,1.556834,2.280221,-0.014510,-0.030240,-0.102879,-0.007356,-0.999903,-0.011770,-0.000792,0.003977,0.004934,-33.183411,-42.954422,38.163055,,,,,,,1
1514403881.521193,-0.493695,1.557227,2.214995,-0.009161,-0.028199,-0.097512,-0.006387,-0.999908,-0.011868,0.003396,0.005584,0.002697,-33.183411,-42.954422,38.163055,,,,,,,1
1514403881.531203,-0.426566,1.557572,2.147568,-0.008087,-0.027132,-0.097505,-0.005429,-0.999913,-0.011946,0.003354,0.005497,0.001310,-33.179657,-43.152824,37.947266,,,,,,,1
1514403881.541182,-0.357978,1.557873,2.078691,-0.008103,-0.029301,-0.095376,-0.004498,-0.999916,-0.012024,0.001782,0.006478,0.000976,-33.179657,-43.152824,37.947266,,,,,,,1
1514403881.551162,-0.286087,1.558142,2.006530,-0.003805,-0.025019,-0.096419,-0.003549,-0.999920,-0.012064,-0.002478,0.004208,0.001292,-32.972778,-42.915207,37.946930,,,,,,,1
1514403881.561172,-0.212203,1.558382,1.932350,-0.002768,-0.032533,-0.095381,-0.002601,-0.999923,-0.012074,-0.001457,0.005492,0.003133,-32.972778,-42.915207,37.946930,,,,,,,1
1514403881.571151,-0.139682,1.558503,1.859466,-0.006001,-0.035791,-0.091123,-0.001704,-0.999924,-0.012123,0.000194,0.004533,0.003944,-32.794006,-43.179314,38.135742,,,,,,,1
1514403881.581130,-0.066286,1.558575,1.785758,-0.003839,-0.030447,-0.091095,-0.000807,-0.999925,-0.012152,0.001158,0.003862,0.005697,-32.794006,-43.179314,38.135742,,,,,,,1
1514403881.591140,0.004977,1.558583,1.714309,-0.002721,-0.014442,-0.086743,0.000061,-0.999925,-0.012176,-0.001068,0.004854,0.005569,-32.841110,-43.377029,38.088562,,,,,,,1
1514403881.601119,0.074617,1.558541,1.644567,-0.003781,-0.010164,-0.085656,0.000912,-0.999925,-0.012202,-0.000729,0.004304,0.007029,-32.841110,-43.377029,38.088562,,,,,,,1
1514403881.611098,0.138529,1.558425,1.580606,-0.004841,-0.002748,-0.079208,0.001706,-0.999923,-0.012233,0.001819,0.004150,0.006114,-32.668396,-43.338943,38.169098,,,,,,,1
1514403881.621108,0.195291,1.558255,1.523847,-0.006979,0.001438,-0.071705,0.002431,-0.999921,-0.012292,0.005259,0.004133,0.006280,-32.668396,-43.338943,38.169098,,,,,,,1
1514403881.631087,0.245710,1.558048,1.473468,-0.008051,0.005641,-0.065271,0.003100,-0.999919,-0.012360,0.007002,0.003840,0.004243,-32.516785,-43.434685,38.097809,,,,,,,1
1514403881.641067,0.288235,1.557842,1.431020,-0.004853,0.010860,-0.055616,0.003678,-0.999916,-0.012407,0.008544,0.003242,0.004121,-32.516785,-43.434685,38.097809,,,,,,,1
1514403881.651076,0.324681,1.557692,1.394760,-0.001640,0.017173,-0.048095,0.004180,-0.999914,-0.012420,0.008988,0.003439,0.003493,-32.465927,-43.258415,38.185577,,,,,,,1
1514403881.661056,0.356793,1.557549,1.362799,0.000478,0.012816,-0.043832,0.004628,-0.999912,-0.012416,0.008922,0.003864,0.002773,-32.465927,-43.258415,38.185577,,,,,,,1
1514403881.671035,0.384940,1.557394,1.334726,-0.000621,0.007421,-0.040649,0.005031,-0.999910,-0.012419,0.005589,0.004335,0.003279,-32.515915,-43.443356,38.030151,,,,,,,1
1514403881.681045,0.411636,1.557246,1.308096,0.000437,0.007378,-0.037439,0.005420,-0.999908,-0.012415,0.002362,0.005035,0.003596,-32.515915,-43.443356,38.030151,,,,,,,1
1514403881.691024,0.436886,1.557093,1.282903,0.000425,0.004165,-0.037453,0.005799,-0.999906,-0.012418,0.000412,0.004621,0.004407,-32.312912,-43.343052,38.110260,,,,,,,1
